unique_id,LMK_KEY,uprn,sale_price,log_price,deed_date,sale_year,rel_year,distance_to_prison_m,ring,postcode,postcode_district,epc_address,ppd_address,property_type_ppd,transaction_category,PROPERTY_TYPE,BUILT_FORM,total_floor_area,bedrooms,habitable_rooms,bathrooms,built_year_mid,age_at_sale,lot_size,CONSTRUCTION_AGE_BAND,CURRENT_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,inspection_date,lodgement_date,epc_source,geocode_query,geocoded_address,latitude,longitude,geocode_status
C3C3F9B5-F5FB-362B-E053-6B04A8C03ACC,0656e4e18ffa8eeafe3bdd7a1193323a5e360bce7cd7d95e60820b1bef161e25,200003503789,2e+05,12.2060726455302,2021-04-12,2021,4,22916.6123305804,Control,LE67 3LE,LE67,"364 ASHBY ROAD, COALVILLE",364 ASHBY ROAD COALVILLE,D,A,House,Detached,154,,7,,1940,81,,England and Wales: 1930-1949,D,58,C,73,2021-02-12,2021-02-15,domestic-E07000134-North-West-Leicestershire,"364 ASHBY ROAD COALVILLE, LE67 3LE, United Kingdom","Ashby Road, Coalville, North West Leicestershire, Leicestershire, England, LE67 3LH, United Kingdom",52.7287955,-1.3879907,ok
34222872-7B0A-4D2B-E063-4704A8C07853,076e2c8b2efd7f7ad74434784cc8426b6e218bf2f3a160eea1262f23aff06d26,200003503566,415000,12.9360337992128,2025-03-28,2025,8,29550.2975456881,Control,LE65 2SF,LE65,"9 OUNDLE CLOSE, ASHBY DE LA ZOUCH",9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH,D,A,House,Detached,110,,7,,2004.5,20.5,,England and Wales: 2003-2006,C,69,C,79,2021-01-12,2021-01-12,domestic-E07000134-North-West-Leicestershire,"9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH, LE65 2SF, United Kingdom","Oundle Close, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2SF, United Kingdom",52.754249,-1.4825708,ok
3B7E0B90-173D-EA99-E050-A8C062057E77,076e2c8b2efd7f7ad74434784cc8426b6e218bf2f3a160eea1262f23aff06d26,200003503566,280000,12.5425448821514,2016-08-03,2016,-1,29550.2975456881,Control,LE65 2SF,LE65,"9 OUNDLE CLOSE, ASHBY DE LA ZOUCH",9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH,D,A,House,Detached,110,,7,,2004.5,11.5,,England and Wales: 2003-2006,C,69,C,79,2021-01-12,2021-01-12,domestic-E07000134-North-West-Leicestershire,"9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH, LE65 2SF, United Kingdom","Oundle Close, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2SF, United Kingdom",52.754249,-1.4825708,ok
5413492B-7C75-45C8-94E7-22DFAAEBA644,076e2c8b2efd7f7ad74434784cc8426b6e218bf2f3a160eea1262f23aff06d26,200003503566,102500,11.5376180775606,1999-06-04,1999,-18,29550.2975456881,Control,LE65 2SF,LE65,"9 OUNDLE CLOSE, ASHBY DE LA ZOUCH",9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH,D,A,House,Detached,110,,7,,2004.5,-5.5,,England and Wales: 2003-2006,C,69,C,79,2021-01-12,2021-01-12,domestic-E07000134-North-West-Leicestershire,"9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH, LE65 2SF, United Kingdom","Oundle Close, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2SF, United Kingdom",52.754249,-1.4825708,ok
69A1B28D-4B88-4BE4-9B36-9EFB9F5D6D17,076e2c8b2efd7f7ad74434784cc8426b6e218bf2f3a160eea1262f23aff06d26,200003503566,223500,12.3171666930358,2010-04-09,2010,-7,29550.2975456881,Control,LE65 2SF,LE65,"9 OUNDLE CLOSE, ASHBY DE LA ZOUCH",9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH,D,A,House,Detached,110,,7,,2004.5,5.5,,England and Wales: 2003-2006,C,69,C,79,2021-01-12,2021-01-12,domestic-E07000134-North-West-Leicestershire,"9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH, LE65 2SF, United Kingdom","Oundle Close, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2SF, United Kingdom",52.754249,-1.4825708,ok
C8A3A576-5A93-0425-E053-6C04A8C0947B,076e2c8b2efd7f7ad74434784cc8426b6e218bf2f3a160eea1262f23aff06d26,200003503566,330000,12.7068479334427,2021-04-07,2021,4,29550.2975456881,Control,LE65 2SF,LE65,"9 OUNDLE CLOSE, ASHBY DE LA ZOUCH",9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH,D,A,House,Detached,110,,7,,2004.5,16.5,,England and Wales: 2003-2006,C,69,C,79,2021-01-12,2021-01-12,domestic-E07000134-North-West-Leicestershire,"9 OUNDLE CLOSE ASHBY-DE-LA-ZOUCH, LE65 2SF, United Kingdom","Oundle Close, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2SF, United Kingdom",52.754249,-1.4825708,ok
C3C3F9B5-F842-362B-E053-6B04A8C03ACC,078210eeaa91b0976ffab4a0102cf6a7742b1ee1748fee13d63c2f32fb2129eb,100030557301,118000,11.6784399034478,2021-03-29,2021,4,21608.730871762,Control,LE67 3PT,LE67,"29 BERRISFORD STREET, COALVILLE",29 BERRISFORD STREET COALVILLE,T,A,House,Mid-Terrace,68,,4,,1890,131,,England and Wales: before 1900,D,56,C,79,2020-11-07,2020-11-10,domestic-E07000134-North-West-Leicestershire,"29 BERRISFORD STREET COALVILLE, LE67 3PT, United Kingdom","Berrisford Street, Coalville, North West Leicestershire, Leicestershire, England, LE67 3PS, United Kingdom",52.7218228,-1.3720703,ok
BC8936BB-B677-0E2C-E053-6C04A8C0DBF4,0794c555a974bfbca3265626d2a7395dcaf2d7b57d9556ceee4668100f4c8570,200003507479,220000,12.3013828253345,2020-12-11,2020,3,21425.5320704255,Control,LE67 3NX,LE67,"2 STADIUM CLOSE, COALVILLE",2 STADIUM CLOSE COALVILLE,D,A,House,Detached,109,,6,,1999,21,,England and Wales: 1996-2002,D,61,B,82,2021-03-24,2021-04-09,domestic-E07000134-North-West-Leicestershire,"2 STADIUM CLOSE COALVILLE, LE67 3NX, United Kingdom","Stadium Close, Hugglescote, North West Leicestershire, Leicestershire, England, LE67 3NX, United Kingdom",52.7181582,-1.3741769,ok
402A3A66-0F8C-A7DF-E063-4804A8C0B80D,0843709154cd648a6f7ef6851dc2ee0d1972d60f44cb589a0bc8a9ed0706e36b,100030565993,155000,11.9511803959014,2025-03-21,2025,8,21169.4429833909,Control,LE67 3GS,LE67,"47 OXFORD STREET, COALVILLE",47 OXFORD STREET COALVILLE,T,A,House,Mid-Terrace,72,,5,,1890,135,,England and Wales: before 1900,D,68,B,83,2021-05-14,2021-05-15,domestic-E07000134-North-West-Leicestershire,"47 OXFORD STREET COALVILLE, LE67 3GS, United Kingdom","Oxford Street, Greenhill, Coalville, North West Leicestershire, Leicestershire, England, LE67 3GR, United Kingdom",52.7232922,-1.3602298,ok
D93B27B1-D79F-3100-E053-6C04A8C08887,0843709154cd648a6f7ef6851dc2ee0d1972d60f44cb589a0bc8a9ed0706e36b,100030565993,118000,11.6784399034478,2021-09-27,2021,4,21169.4429833909,Control,LE67 3GS,LE67,"47 OXFORD STREET, COALVILLE",47 OXFORD STREET COALVILLE,T,B,House,Mid-Terrace,72,,5,,1890,131,,England and Wales: before 1900,D,68,B,83,2021-05-14,2021-05-15,domestic-E07000134-North-West-Leicestershire,"47 OXFORD STREET COALVILLE, LE67 3GS, United Kingdom","Oxford Street, Greenhill, Coalville, North West Leicestershire, Leicestershire, England, LE67 3GR, United Kingdom",52.7232922,-1.3602298,ok
37E62AFA-2A43-4156-9332-412C34FB89FA,086b18f7daed7e371ef7606c8c9da2b9aaebc281b52f2f7f72724399fe4bf384,100030569304,70000,11.1562505210315,2009-10-09,2009,-8,21733.5876527708,Control,LE67 3GH,LE67,"20 VAUGHAN STREET, COALVILLE",20 VAUGHAN STREET COALVILLE,T,A,House,Mid-Terrace,83,,5,,1890,119,,England and Wales: before 1900,D,65,C,80,2020-12-04,2020-12-07,domestic-E07000134-North-West-Leicestershire,"20 VAUGHAN STREET COALVILLE, LE67 3GH, United Kingdom","Vaughan Street, Coalville, North West Leicestershire, Leicestershire, England, LE67 3GH, United Kingdom",52.7209792,-1.3760385,ok
95539243-93C2-49F7-991E-C60E96D7CD51,08c8219c698a04f16cd7540cc4b860ca149ea0126ce0d0b6b717be150e50f3e1,100030562433,47000,10.7579028806922,2000-11-28,2000,-17,21451.7973587224,Control,LE67 3BP,LE67,"226 HIGHFIELD STREET, COALVILLE",226 HIGHFIELD STREET COALVILLE,T,A,House,Mid-Terrace,115,,5,,1915,85,,England and Wales: 1900-1929,D,55,C,79,2021-05-06,2021-05-07,domestic-E07000134-North-West-Leicestershire,"226 HIGHFIELD STREET COALVILLE, LE67 3BP, United Kingdom","Highfield Street, Hugglescote and Donington le Heath, Donington Le Heath, North West Leicestershire, Leicestershire, England, LE67 3BS, United Kingdom",52.7156711,-1.3785757,ok
D93B27B0-F837-3100-E053-6C04A8C08887,08c8219c698a04f16cd7540cc4b860ca149ea0126ce0d0b6b717be150e50f3e1,100030562433,175000,12.0725412529057,2021-10-15,2021,4,21451.7973587224,Control,LE67 3BP,LE67,"226 HIGHFIELD STREET, COALVILLE",226 HIGHFIELD STREET COALVILLE,T,A,House,Mid-Terrace,115,,5,,1915,106,,England and Wales: 1900-1929,D,55,C,79,2021-05-06,2021-05-07,domestic-E07000134-North-West-Leicestershire,"226 HIGHFIELD STREET COALVILLE, LE67 3BP, United Kingdom","Highfield Street, Hugglescote and Donington le Heath, Donington Le Heath, North West Leicestershire, Leicestershire, England, LE67 3BS, United Kingdom",52.7156711,-1.3785757,ok
FFA361DA-F1DF-8A03-E053-4804A8C01F61,08c8219c698a04f16cd7540cc4b860ca149ea0126ce0d0b6b717be150e50f3e1,100030562433,190000,12.1547793511426,2023-05-12,2023,6,21451.7973587224,Control,LE67 3BP,LE67,"226 HIGHFIELD STREET, COALVILLE",226 HIGHFIELD STREET COALVILLE,T,A,House,Mid-Terrace,115,,5,,1915,108,,England and Wales: 1900-1929,D,55,C,79,2021-05-06,2021-05-07,domestic-E07000134-North-West-Leicestershire,"226 HIGHFIELD STREET COALVILLE, LE67 3BP, United Kingdom","Highfield Street, Hugglescote and Donington le Heath, Donington Le Heath, North West Leicestershire, Leicestershire, England, LE67 3BS, United Kingdom",52.7156711,-1.3785757,ok
1C3E72FF-087E-F410-E063-4804A8C0DFA6,08ec15230ef4d3fb641d483da9495a7aeb0524d0ddae1ea201652f466f25a9d6,100030567146,122000,11.7117763237154,2024-05-24,2024,7,21446.4567820923,Control,LE67 3RD,LE67,"18 SCOTLANDS ROAD, COALVILLE",18 SCOTLANDS ROAD COALVILLE,T,B,House,End-Terrace,112,,5,,1971,53,,England and Wales: 1967-1975,D,63,B,81,2021-01-15,2021-01-15,domestic-E07000134-North-West-Leicestershire,"18 SCOTLANDS ROAD COALVILLE, LE67 3RD, United Kingdom","Scotlands Road, Coalville, North West Leicestershire, Leicestershire, England, LE67 3QP, United Kingdom",52.7212207,-1.3696586,ok
75050A85-53AF-9A88-E053-6B04A8C02390,09b0452764577b323c880ef9a6eeb1b2fcc081613bca45615258d2ad924ba41c,10002347245,160100,11.9835538989848,2018-07-20,2018,1,28833.873974175,Control,LE65 2JA,LE65,"32 DREW COURT, ASHBY DE LA ZOUCH",32 DREW COURT ASHBY-DE-LA-ZOUCH,T,A,House,Mid-Terrace,66,,3,,2009,9,,England and Wales: 2007-2011,C,74,B,91,2020-09-25,2020-09-25,domestic-E07000134-North-West-Leicestershire,"32 DREW COURT ASHBY-DE-LA-ZOUCH, LE65 2JA, United Kingdom","Drew Court, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2JA, United Kingdom",52.7510762,-1.4730883,ok
EA0DA354-BC5F-4A94-9DBB-6E2CB6C90407,09b0452764577b323c880ef9a6eeb1b2fcc081613bca45615258d2ad924ba41c,10002347245,126750,11.7499719214534,2010-03-31,2010,-7,28833.873974175,Control,LE65 2JA,LE65,"32 DREW COURT, ASHBY DE LA ZOUCH",32 DREW COURT ASHBY-DE-LA-ZOUCH,T,A,House,Mid-Terrace,66,,3,,2009,1,,England and Wales: 2007-2011,C,74,B,91,2020-09-25,2020-09-25,domestic-E07000134-North-West-Leicestershire,"32 DREW COURT ASHBY-DE-LA-ZOUCH, LE65 2JA, United Kingdom","Drew Court, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2JA, United Kingdom",52.7510762,-1.4730883,ok
42C129E4-C527-60A9-E063-4804A8C0C25D,09dec9420d18076960f10cc325051cf34fcc3a143af4e710804bdbed47ef932d,100030555210,282500,12.5514338295686,2025-10-03,2025,8,29065.9477028284,Control,LE65 2NR,LE65,"7 WINCHESTER WAY, ASHBY DE LA ZOUCH",7 WINCHESTER WAY ASHBY-DE-LA-ZOUCH,D,A,Bungalow,Detached,63,,4,,1986.5,38.5,,England and Wales: 1983-1990,D,57,B,85,2021-03-08,2021-03-08,domestic-E07000134-North-West-Leicestershire,"7 WINCHESTER WAY ASHBY-DE-LA-ZOUCH, LE65 2NR, United Kingdom","Winchester Way, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2NR, United Kingdom",52.7506173,-1.4781872,ok
C8A3A576-58AA-0425-E053-6C04A8C0947B,09dec9420d18076960f10cc325051cf34fcc3a143af4e710804bdbed47ef932d,100030555210,255000,12.4490188241406,2021-06-17,2021,4,29065.9477028284,Control,LE65 2NR,LE65,"7 WINCHESTER WAY, ASHBY DE LA ZOUCH",7 WINCHESTER WAY ASHBY-DE-LA-ZOUCH,D,A,Bungalow,Detached,63,,4,,1986.5,34.5,,England and Wales: 1983-1990,D,57,B,85,2021-03-08,2021-03-08,domestic-E07000134-North-West-Leicestershire,"7 WINCHESTER WAY ASHBY-DE-LA-ZOUCH, LE65 2NR, United Kingdom","Winchester Way, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2NR, United Kingdom",52.7506173,-1.4781872,ok
C8A3A576-5D3F-0425-E053-6C04A8C0947B,0a6b707bfbfc0d476be47b5da0c3e1d4cfddbab887f13e4e4a6ca3af8b23d73d,100030558298,220000,12.3013828253345,2021-03-12,2021,4,20533.2601578829,Control,LE67 4DB,LE67,"92 BROOM LEYS ROAD, COALVILLE",92 BROOM LEYS ROAD COALVILLE,S,A,House,Semi-Detached,129,,5,,1915,106,,England and Wales: 1900-1929,D,63,B,83,2020-10-12,2020-10-13,domestic-E07000134-North-West-Leicestershire,"92 BROOM LEYS ROAD COALVILLE, LE67 4DB, United Kingdom","Broom Leys Road, Greenhill, Coalville, North West Leicestershire, Leicestershire, England, LE67 4DB, United Kingdom",52.723347,-1.3461061,ok
D22473F6-8565-7B40-E053-6C04A8C0A630,0a801c3459201c9ec051f40564da2a75d728fc9ec0356d4c6c9bc3860097fc95,100030565050,106000,11.5711943730942,2021-06-04,2021,4,21655.6413583614,Control,LE67 3QT,LE67,"38 MELBOURNE STREET, COALVILLE",38 MELBOURNE STREET COALVILLE,T,B,House,Mid-Terrace,73,,4,,1915,106,,England and Wales: 1900-1929,D,56,C,75,2020-10-26,2020-10-26,domestic-E07000134-North-West-Leicestershire,"38 MELBOURNE STREET COALVILLE, LE67 3QT, United Kingdom","Melbourne Street, Coalville, North West Leicestershire, Leicestershire, England, LE67 3QU, United Kingdom",52.7224734,-1.3719829,ok
EA3278AA-2683-2676-E053-6B04A8C015F8,0ba5e0bc7c4f25cb14ebf4a779f44003230eb7a1d126e290e43540f7d2b73908,10002355857,404950,12.9115188816771,2022-02-25,2022,5,21178.2060646063,Control,LE67 6QS,LE67,"50, Riley Drive, Ibstock",50 RILEY DRIVE IBSTOCK,D,A,House,Detached,163,,,,,,,2022,B,85,B,91,2022-02-11,2022-02-11,domestic-E07000134-North-West-Leicestershire,"50 RILEY DRIVE IBSTOCK, LE67 6QS, United Kingdom","Riley Drive, Ibstock, North West Leicestershire, Leicestershire, England, LE67 6QS, United Kingdom",52.6870675,-1.4098025,ok
DBA933F9-A2B1-669D-E053-6B04A8C0AD56,0bb0770b0053c79ce8099ca2b4367207277b1a84ec6d54aa0a270d0a2b3e845e,100030569716,175000,12.0725412529057,2021-05-14,2021,4,21732.8445383301,Control,LE67 3DJ,LE67,"60 WENTWORTH ROAD, COALVILLE",60 WENTWORTH ROAD COALVILLE,S,A,House,Semi-Detached,77,,4,,1940,81,,England and Wales: 1930-1949,D,63,C,79,2020-10-23,2020-10-26,domestic-E07000134-North-West-Leicestershire,"60 WENTWORTH ROAD COALVILLE, LE67 3DJ, United Kingdom","60, Wentworth Road, Coalville, North West Leicestershire, Leicestershire, England, LE67 3DL, United Kingdom",52.7196034,-1.378208,ok
DE2D0CDF-DCEB-51EE-E053-6C04A8C00671,0c18565d4bbd6ffe9e0e7cc7b102b12c373f4c8bcbb146ebda2675e473310553,100030561460,120000,11.6952470217642,2021-12-03,2021,4,21706.0649604663,Control,LE67 3BH,LE67,"56 GUTTERIDGE STREET, COALVILLE",56 GUTTERIDGE STREET COALVILLE,T,A,House,Mid-Terrace,68,,4,,1890,131,,England and Wales: before 1900,D,58,B,85,2021-04-12,2021-04-12,domestic-E07000134-North-West-Leicestershire,"56 GUTTERIDGE STREET COALVILLE, LE67 3BH, United Kingdom","Gutteridge Street, Coalville, North West Leicestershire, Leicestershire, England, LE67 3GG, United Kingdom",52.721424,-1.3747511,ok
68FEB20B-A738-38DA-E053-6C04A8C051AE,0c3e83ea853c76e166673ec52aacd2c03f1f50326829301050aa3982e84cb905,100030554148,110000,11.6082356447746,2018-02-27,2018,1,29209.9814692076,Control,LE65 2JL,LE65,"2 SMISBY ROAD, ASHBY DE LA ZOUCH",2 SMISBY ROAD ASHBY-DE-LA-ZOUCH,F,A,Flat,Semi-Detached,55,,2,,1890,128,,England and Wales: before 1900,D,59,C,75,2021-03-08,2021-03-08,domestic-E07000134-North-West-Leicestershire,"2 SMISBY ROAD ASHBY-DE-LA-ZOUCH, LE65 2JL, United Kingdom","Smisby Road, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2JN, United Kingdom",52.7549533,-1.4750032,ok
CD5A9DCC-0ECB-310A-E053-6C04A8C00A1F,0c3e83ea853c76e166673ec52aacd2c03f1f50326829301050aa3982e84cb905,100030554148,128500,11.7636841833174,2021-05-04,2021,4,29209.9814692076,Control,LE65 2JL,LE65,"2 SMISBY ROAD, ASHBY DE LA ZOUCH",2 SMISBY ROAD ASHBY-DE-LA-ZOUCH,F,A,Flat,Semi-Detached,55,,2,,1890,131,,England and Wales: before 1900,D,59,C,75,2021-03-08,2021-03-08,domestic-E07000134-North-West-Leicestershire,"2 SMISBY ROAD ASHBY-DE-LA-ZOUCH, LE65 2JL, United Kingdom","Smisby Road, Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, LE65 2JN, United Kingdom",52.7549533,-1.4750032,ok
